Source,Target,Weight
light sour cream,tilapia fillets,0.2569917090544812
cake flour,granulated sugar,0.2505328758936575
egg noodles,snow peas,0.2742368436585097
baking powder,cake flour,0.29952221305892235
bittersweet chocolate,instant espresso powder,0.30541335779727197
beansprouts,unsalted dry roast peanuts,0.28734241565706276
artichok heart marin,provolone cheese,0.28839014996227713
artichok heart marin,salad dressing,0.26638929378581894
gochujang base,toasted sesame oil,0.2704379989161149
cooked chicken,flour tortillas,0.255831377153014
kaffir lime leaves,shrimp paste,0.35858668765711704
light sour cream,mexican cheese blend,0.27858327831814306
black mustard seeds,fresh curry leaves,0.3671390844010386
herbes de provence,pitted kalamata olives,0.2537172371701845
dark soy sauce,light soy sauce,0.4187581602640218
chili pepper,tofu,0.2666616998513412
ancho powder,mexican oregano,0.3282537850634064
spring onions,sunflower oil,0.2775456660968573
shredded lettuce,taco seasoning mix,0.32765919545703737
avocado,corn tortillas,0.2855088925783384
chopped pecans,vanilla extract,0.3325412942045013
flour tortillas,shredded cheddar cheese,0.2922619514510494
bacon slices,lower sodium chicken broth,0.26159036146108583
provolone cheese,salami,0.40142577406386826
ground cinnamon,raisins,0.25874413735341534
gochujang base,pork loin,0.2532854997063304
egg whites,egg yolks,0.322673898801356
adobo sauce,chipotle peppers,0.465380445800241
basil,oregano,0.31389015141518467
andouille sausage,dried thyme,0.2508549120361997
parmesan cheese,ricotta cheese,0.2773562792472321
penne pasta,sun-dried tomatoes,0.2510221200155738
condensed milk,egg yolks,0.26121073838588427
diced green chilies,guacamole,0.25610822661205784
almonds,phyllo dough,0.2552388876110312
chuck roast,mexican oregano,0.25791891550011725
dry white wine,littleneck clams,0.3292714490272359
lemon grass,roasted peanuts,0.25882527536990013
bottled clam juice,squid,0.25152648696496915
apple cider vinegar,beef brisket,0.2552038633753879
fenugreek seeds,pearl onions,0.26244811716115857
chunky salsa,taco seasoning mix,0.29029070529267603
chickpea flour,fresh curry leaves,0.26638929378581894
bottled clam juice,linguine,0.2750455341126974
active dry yeast,warm water,0.45802976889608443
lemongrass,shallots,0.2863373093784408
cocoa powder,red food coloring,0.317873259215618
feta cheese,kalamata,0.3454010248751999
green chilies,paneer,0.31288171388200786
crawfish,oysters,0.25276663144733436
bottled clam juice,lump crab meat,0.3331350704024203
heavy whipping cream,mascarpone,0.29454736503056156
anise seed,poppy seeds,0.2612901892598938
celery salt,grapeseed oil,0.25535972077423813
cucumber,dill,0.2659133472930184
mexican oregano,serrano peppers,0.31952952262684037
poultry seasoning,white bread,0.27006726996160446
almond extract,vanilla extract,0.29220849747545175
cottage cheese,shredded mozzarella cheese,0.2985130501783407
asafoetida,urad dal,0.3780184607860999
seaweed,white sesame seeds,0.28881902564675743
cardamom,ground turmeric,0.252973200807176
catfish fillets,yellow corn meal,0.3528318228839714
pepperoni,shredded mozzarella cheese,0.3090567361470298
bottled clam juice,dry white wine,0.2755415234228518
dashi,dried shiitake mushrooms,0.2860973366010005
mustard greens,watercress,0.2739625654804453
phyllo dough,semolina,0.2569030106632428
low sodium soy sauce,soba noodles,0.2503508660772712
guajillo chiles,skirt steak,0.2957427117505199
condensed milk,evaporated milk,0.33997440181379934
jack cheese,salsa verde,0.25720664953991373
linguine,littleneck clams,0.32189896170412935
ground cardamom,saffron,0.3158045458380451
active dry yeast,semolina flour,0.3096952773484143
garlic paste,green cardamom,0.41808781012131124
red kidney beans,thyme,0.28926041859491614
bay leaf,clove,0.25245321368591317
black beans,corn,0.3222392217195057
cumin seed,garam masala,0.3439233799639761
green peas,masala,0.2790452617781855
amchur,masala,0.314143547640742
garbanzo beans,tahini,0.32943179257989896
celery ribs,smoked sausage,0.2741815607228186
coconut oil,red curry paste,0.28541068422973437
guajillo chiles,turkey,0.2699394741586678
rosemary,steak,0.28228460724458654
curds,nutmeg,0.2726235663367052
coriander powder,fenugreek leaves,0.34480470915836825
chutney,urad dal,0.30232166700661
seaweed,soba noodles,0.32495560023704595
canned low sodium chicken broth,canned tomatoes,0.25153315858811987
dried rosemary,marjoram,0.3437470795985506
kasuri methi,masala,0.3040732992602015
shrimp paste,thai chile,0.317330779293222
clam juice,oysters,0.27103308935374093
plain flour,sunflower oil,0.27740416828434217
chinese rice wine,hoisin sauce,0.2841149257815866
tamarind paste,thai fish sauce,0.2826580287584508
beef brisket,shrimp paste,0.306253462596762
fenugreek leaves,tumeric,0.25445469786772057
cottage cheese,lean ground beef,0.26393745650776285
hazelnuts,prunes,0.2909565517814276
beansprouts,shredded carrots,0.2789332885665034
chickpeas,dried apricot,0.27160072866423207
fresh raspberries,vanilla extract,0.2503817240288601
biscuits,cream of chicken soup,0.28497418821036974
cachaca,turbinado,0.2667751371032436
avocado,lime,0.2696032967639534
lasagna noodles,parmesan cheese,0.2512706559986428
cilantro stems,galangal,0.2644868568024147
salmon,teriyaki sauce,0.27716987613560107
clams,crabmeat,0.2762095070712549
lime slices,orange,0.2756875810854023
anchovy paste,romaine lettuce,0.27575312812659164
creamy peanut butter,sriracha,0.277059019496626
agave nectar,tamari soy sauce,0.29933273446413594
chopped cilantro fresh,fresh lime juice,0.2829672350829991
salmon,short-grain rice,0.3063824809262763
ice cubes,tequila,0.36042527577603595
andouille sausage,bay leaves,0.2880466524931473
cinnamon sticks,saffron,0.2520610173667921
chinese rice wine,star anise,0.26663209352084427
parsnips,sweet potatoes,0.2651725517646841
beef rib short,tamari soy sauce,0.26029200609569886
grated lemon peel,large egg yolks,0.2500164480787415
bird chile,thai fish sauce,0.2864258147575887
cardamom pods,fennel seeds,0.25791621884330596
preserved lemon,sweet paprika,0.30630580534208895
lard,pork loin,0.2669525582202076
fat free yogurt,lemon rind,0.27770949974479997
bok choy,water chestnuts,0.2560609153717311
rice noodles,tofu,0.29270363496975077
kale,savoy cabbage,0.286422339627098
fat free less sodium chicken broth,parmigiano-reggiano cheese,0.2610871833469609
powdered sugar,strawberries,0.2538132127986433
bananas,rum,0.25106005658386066
green peas,sliced carrots,0.2500072591514397
egg yolks,sweetened condensed milk,0.25682791641721503
dashi,white miso,0.31629381450551397
hot sauce,worcestershire sauce,0.28098505930900736
italian sausage,pepperoni,0.27932222728201156
fat free less sodium chicken broth,italian turkey sausage,0.2807264088618319
boneless pork shoulder,sambal ulek,0.29271551872839924
beef stock,lamb shoulder,0.2526891530315577
diced celery,diced onions,0.4163933726370105
cardamom pods,saffron,0.2631424939640931
chili sauce,spring onions,0.26789168414195735
coarse salt,ground pepper,0.34880303148440117
red cabbage,tilapia fillets,0.2949141653355955
provolone cheese,rolls,0.26437275420371875
fenugreek seeds,green cardamom pods,0.29422221531657494
lemongrass,thai chile,0.3316637578976329
fat free yogurt,non-fat sour cream,0.29873818146196063
mustard greens,white miso,0.2643528938716462
carrots,celery,0.2549043021236548
bacon slices,bread slices,0.28870432434106125
andouille sausage,celery,0.288899201366806
coriander powder,green chilies,0.35686644940498924
roma tomatoes,salad oil,0.2569353440286443
ground nutmeg,malt vinegar,0.2653957309335436
italian sausage,mozzarella cheese,0.2781047511794481
ham,spanish chorizo,0.26576481127575335
grated lemon peel,low salt chicken broth,0.2549465000212345
clams,prawns,0.26478809556777044
galangal,shallots,0.264221327714006
queso fresco,tortilla chips,0.25628818886954363
beansprouts,palm sugar,0.28535945249688466
unflavored gelatin,whole milk,0.27453987211184827
andouille sausage,okra,0.3647987443300742
chopped green bell pepper,chopped onion,0.3329280968013817
anchovy paste,pitted kalamata olives,0.2843572999496759
chicken meat,picante sauce,0.2758857125972922
chipotle chile,white hominy,0.2513185983482998
asian fish sauce,thai chile,0.3128388693214025
minced ginger,peanut oil,0.2569972983433048
green cardamom,whole cloves,0.28578068522317546
marsala wine,mascarpone,0.2760202472122354
chicken breast halves,vegetable oil cooking spray,0.2701665572238158
grated coconut,masala,0.3042921485439559
green chile,shredded monterey jack cheese,0.2826306142385582
gochujang base,toasted sesame seeds,0.29250595620909947
arborio rice,low salt chicken broth,0.2871719148318043
fish stock,lump crab meat,0.2546247030343588
japanese eggplants,mirin,0.2567940086948155
rubbed sage,white bread,0.28471011504855037
nonstick spray,pico de gallo,0.2581549475909365
chopped green chilies,white hominy,0.2572228428297464
red pepper,yellow peppers,0.36453111623498197
caster sugar,gari,0.2590393938681303
cornflour,plain flour,0.2861471774677587
red curry paste,unsweetened coconut milk,0.31387776130923223
coriander seeds,ground turmeric,0.2784799811714977
cinnamon sticks,cumin seed,0.2766447242705779
chopped walnuts,semi-sweet chocolate morsels,0.2943314222106776
green chilies,tumeric,0.2656952006744263
chinese rice wine,soy sauce,0.26041775360612246
refried beans,sliced black olives,0.3278738607690788
masa harina,vegetable shortening,0.30935612460059253
boneless chicken thighs,potato starch,0.2748063783021452
dried porcini mushrooms,parmigiano reggiano cheese,0.28685675695507884
chinese cabbage,spring onions,0.2533541129375544
konbu,mirin,0.3493266388120544
pearl onions,thyme sprigs,0.27718682031176606
asafoetida,clarified butter,0.26237306800145305
mirin,soba noodles,0.3153574487864942
feta cheese crumbles,orzo,0.26995189428606986
pie crust,semi-sweet chocolate morsels,0.311791049528821
cilantro,cumin,0.2807723885460176
lime slices,rum,0.29602250586576606
fish sauce,kaffir lime leaves,0.3455432183644982
pico de gallo,refried beans,0.2916027344980088
fresh leav spinach,part-skim ricotta cheese,0.2523016463171802
cream,yoghurt,0.25676674726921084
cachaca,ice cubes,0.3425952256771349
chopped pecans,sweetened coconut flakes,0.2871699595484901
chili powder,cumin,0.3130076472077476
green olives,spanish chorizo,0.2830371862699799
low-fat buttermilk,vegetable oil cooking spray,0.2667159058243167
canned low sodium chicken broth,crushed tomatoes,0.25455675387800825
chopped fresh sage,sage leaves,0.2670712991543522
coriander,tumeric,0.2871430129543732
cream of tartar,granulated sugar,0.254322693041596
curds,red chili powder,0.36687515439712903
lamb shoulder,pearl onions,0.31925796628561937
palm sugar,peanuts,0.25866731824119554
coriander seeds,tumeric,0.2520804262691629
beansprouts,lower sodium soy sauce,0.2591675258507317
corn starch,shaoxing wine,0.29475738375770727
ground almonds,sliced almonds,0.25893659833427446
bread flour,warm water,0.4059788977422459
cooking spray,large egg whites,0.30484001394301413
lime zest,thai green curry paste,0.2822627141781637
parsley leaves,walnuts,0.2552975687205265
lime rind,tequila,0.27243235877802935
garlic paste,ghee,0.3199379384077745
firm tofu,shiitake,0.28634921922264356
condensed cream of mushroom soup,swiss cheese,0.27716987613560107
peanuts,rice vermicelli,0.27394048889261746
dark soy sauce,star anise,0.3103284418009041
corn,enchilada sauce,0.2603824599396058
strawberries,unflavored gelatin,0.25455202875083976
daikon,dried shrimp,0.2672747302882439
coriander,ginger paste,0.27580788928842537
enchilada sauce,mexican cheese,0.3262738200335968
dried porcini mushrooms,pancetta,0.2894877371398287
fresh mint,mint sprigs,0.25747287373546857
fontina cheese,pizza doughs,0.2912289573171067
fish fillets,mussels,0.2854701971978049
bok choy,sherry,0.2585287670180122
queso fresco,salsa verde,0.32250400916297023
cream of tartar,unsweetened cocoa powder,0.27181381065385274
chunky salsa,guacamole,0.2732209592054887
corn kernels,poblano chiles,0.2830296203395419
maple syrup,sweet potatoes,0.2886528656384951
crimini mushrooms,fresh marjoram,0.29526024791537225
garlic paste,oil,0.3017661475878773
soba noodles,white miso,0.3495130819915385
red chili powder,seeds,0.30437248577165593
coconut milk,thai red curry paste,0.3024306605169942
fruit,pineapple juice,0.2554986470329682
chili paste,ramen noodles,0.25032007464625766
chorizo sausage,saffron threads,0.2619906503907172
coconut,ground turmeric,0.25648421277201644
powdered sugar,unsweetened cocoa powder,0.29728058527538853
coffee,semi-sweet chocolate morsels,0.27383814062859424
california bay leaves,fish fillets,0.2599824617775247
boiling water,tea bags,0.3051583687808525
red enchilada sauce,rotini,0.25906284710649397
green cardamom,rice,0.2540176702035837
clam juice,mussels,0.3730218294523632
rice paper,rice vermicelli,0.4437787939588118
dressing,tamari soy sauce,0.2690654136484676
cheese tortellini,pesto,0.25915238835933174
almond extract,slivered almonds,0.32361281335663433
dried currants,golden raisins,0.2692761097356188
molasses,roasting chickens,0.259424287061955
chinese five-spice powder,honey,0.2631101080614665
lime zest,sweetened condensed milk,0.3141183672831835
crushed ice,mint sprigs,0.3074942505258853
preserved lemon,saffron threads,0.3378026690247793
garam masala,ground turmeric,0.3584738222784298
corn tortillas,guacamole,0.2729588786553766
semi-sweet chocolate morsels,vanilla extract,0.3069227238985956
mirin,tamari soy sauce,0.25892674611552513
salami,sweet italian sausage,0.29088067547122143
escarole,sherry vinegar,0.25695830927268803
dashi,ramen noodles,0.32946708248898426
caster sugar,instant yeast,0.2962054418316178
nori,sesame seeds,0.2552293800144432
dried cranberries,pistachios,0.36060215941459595
poblano chiles,white hominy,0.2880144190417515
cilantro leaves,ground turmeric,0.251599934028695
frozen corn,mexican cheese blend,0.256750317667328
fresh raspberries,raspberries,0.3700667931906765
fenugreek seeds,ghee,0.2588142408759002
bacon drippings,white cornmeal,0.36834359842593944
mozzarella cheese,parmesan cheese,0.25922689423454987
cocoa powder,instant espresso powder,0.32925458188180534
